Character,Sentence,movie_number,identified_spells
HARRY,Don't panic.,film 2,
ARAGOG,Hagrid?,film 2,
ARAGOG,Is that you?,film 2,
HARRY,We're friends of Hagrid's.,film 2,
HARRY,And you?,film 2,
HARRY,"You're Aragog, aren't you?",film 2,
ARAGOG,Yes.,film 2,
ARAGOG,Hagrid has never sent men into our hollow before.,film 2,
HARRY,"He's in trouble. Up at the school, there have been attacks.",film 2,
HARRY,They think it's Hagrid.,film 2,
HARRY,They think he opened the Chamber of Secrets. Like before.,film 2,
ARAGOG,That's a lie.,film 2,
ARAGOG,Hagrid never opened the Chamber of Secrets.,film 2,
HARRY,Then you're not the monster?,film 2,
ARAGOG,No.,film 2,
ARAGOG,The monster was born in the castle.,film 2,
ARAGOG,I came to Hagrid from a distant land in the pocket of a traveler.,film 2,
RON,Harry.,film 2,
HARRY,"But if you're not the monster, then what did kill that girl 50 years ago?",film 2,
ARAGOG,We do not speak of it.,film 2,
ARAGOG,It is an ancient creature we spiders fear above all others.,film 2,
HARRY,But have you seen it?,film 2,
ARAGOG,I never saw any part of the castle but the box in which Hagrid kept me.,film 2,
ARAGOG,The girl was discovered in a bathroom.,film 2,
ARAGOG,"When I was accused, Hagrid brought me here.",film 2,
RON,Harry!,film 2,
HARRY,What?,film 2,
HARRY,"Well, thank you.",film 2,
HARRY,We'll just go.,film 2,
ARAGOG,Go?,film 2,
ARAGOG,I think not.,film 2,
ARAGOG,My sons and daughters do not harm Hagrid on my command.,film 2,
ARAGOG,But I cannot deny them fresh meat when it wanders so willingly into our midst.,film 2,
ARAGOG,"Goodbye, friend of Hagrid.",film 2,
RON,Can we panic now?,film 2,
RON,Know any spells?,film 2,
HARRY,"One, but it's not powerful enough for all of them.",film 2,
RON,Where's Hermione when you need her?,film 2,
HARRY,Let's go!,film 2,
HARRY,Arania Exumai!,film 2,Arania Exumai
HARRY,Go!,film 2,
RON,Glad we're out of there.,film 2,
HARRY,Arania Exumai!,film 2,Arania Exumai
RON,Thanks for that.,film 2,
HARRY,Don't mention it.,film 2,
HARRY,Get us out of here.,film 2,
HARRY,Now!,film 2,
HARRY,Come on!,film 2,
HARRY,"Come on, move faster!",film 2,
HARRY,Come on! Go!,film 2,
HARRY,Get us in the air.,film 2,
RON,The flying gear's jammed!,film 2,
HARRY,Come on! Pull!,film 2,
RON,I'm trying!,film 2,
RON,Follow the spiders!,film 2,
RON,Follow the spiders.,film 2,
RON,"If Hagrid ever gets out of Azkaban, I'll kill him.",film 2,
RON,"I mean, what was the point of sending us in there?",film 2,
RON,What have we found out?,film 2,
HARRY,We know one thing.,film 2,
HARRY,Hagrid never opened the Chamber of Secrets.,film 2,
HARRY,He was innocent.,film 2,
HARRY,"Wish you were here, Hermione.",film 2,
HARRY,We need you.,film 2,
HARRY,Now more than ever.,film 2,
RON,What's that?,film 2,
HARRY,Ron...,film 2,
HARRY,This is why Hermione was in the library the day she was attacked.,film 2,
HARRY,Come on.,film 2,
HARRY,Of the many fearsome beasts that roam our land none is more deadly than the basilisk.,film 2,
HARRY,Capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye.,film 2,
HARRY,Spiders flee before it.,film 2,
HARRY,"Ron, this is it.",film 2,
HARRY,The monster in the Chamber of Secrets is a basilisk.,film 2,
HARRY,That's why I can hear it speak.,film 2,
HARRY,It's a snake.,film 2,
RON,"But if it kills by looking people in the eye, why is it no one's dead?",film 2,
HARRY,Because no one did look it in the eye.,film 2,
HARRY,"Not directly, at least.",film 2,
HARRY,Colin saw it through his camera.,film 2,
HARRY,Justin... Justin must have seen the basilisk through Nearly Headless Nick.,film 2,
HARRY,Nick got the full blast of it.,film 2,
HARRY,"But he's a ghost, he couldn't die again.",film 2,
HARRY,And Hermione had the mirror.,film 2,
HARRY,I bet you she was using it to look around corners in case it came along.,film 2,
RON,And Mrs. Norris?,film 2,
RON,"I'm pretty sure she didn't havea camera or a mirror, Harry.",film 2,
HARRY,The water.,film 2,
HARRY,There was water on the floor that night.,film 2,
HARRY,She only saw the basilisk's reflection.,film 2,
HARRY,Spiders flee before it.,film 2,
HARRY,It all fits.,film 2,
RON,How's a basilisk been getting around?,film 2,
RON,"A dirty, great snake.",film 2,
RON,Someone would have seen it.,film 2,
HARRY,Hermione's answered that too.,film 2,
RON,Pipes? It's using the plumbing.,film 2,
HARRY,Remember what Aragog said about that girl 50 years ago?,film 2,
HARRY,She died in a bathroom?,film 2,
HARRY,What if she never left?,film 2,
RON,Moaning Myrtle.,film 2,
MCGONAGALL,All students are to return to their house dormitories at once.,film 2,
MCGONAGALL,All teachers to the second-floor corridor immediately.,film 2,
MCGONAGALL,"As you can see, the Heir of Slytherin has left another message.",film 2,
MCGONAGALL,Our worst fear has been realized.,film 2,
MCGONAGALL,A student has been taken by the monster into the Chamber itself.,film 2,
MCGONAGALL,The students must be sent home.,film 2,
MCGONAGALL,I'm afraid this is the end of Hogwarts.,film 2,
GILDEROY LOCKHART,So sorry. Dozed off.,film 2,
GILDEROY LOCKHART,What have I missed?,film 2,
SNAPE,"A girl has been snatched by the monster, Lockhart. ",film 2,
SNAPE,Your moment has come at last.,film 2,
GILDEROY LOCKHART,My moment?,film 2,
SNAPE,Weren't you saying just last night that you've known all along where the entrance to the Chamber of Secrets is?,film 2,
MCGONAGALL,That's settled. ,film 2,
MCGONAGALL,"We'll leave you to deal with the monster, Gilderoy.",film 2,
MCGONAGALL,"Your skills, after all, are legend.",film 2,
GILDEROY LOCKHART,Very well.,film 2,
GILDEROY LOCKHART,I'll just be in my office getting...,film 2,
GILDEROY LOCKHART,Getting ready.,film 2,
MADAM POMFREY,"Who is it that the monster's taken, Minerva?",film 2,
MCGONAGALL,Ginny Weasley.,film 2,
RON,Her skeleton will lie in the Chamber forever.,film 2,
RON,Ginny.,film 2,
HARRY,"Lockhart may be useless, but he's going to try and get into the Chamber.",film 2,
HARRY,At least we can tell him what we know.,film 2,
HARRY,"Professor, we have some information for you.",film 2,
HARRY,Are you going somewhere?,film 2,
GILDEROY LOCKHART,"Well, yes. Urgent call. Unavoidable.",film 2,
GILDEROY LOCKHART,Got to go.,film 2,
RON,What about my sister?,film 2,
GILDEROY LOCKHART,Well… Aemm…,film 2,
GILDEROY LOCKHART,"As to that, most unfortunate.",film 2,
GILDEROY LOCKHART,No one regrets more than I.,film 2,
RON,You're the Defense Against the Dark Arts teacher. ,film 2,
RON,You can't go now.,film 2,
GILDEROY LOCKHART,"I must say, when I took the job, there was nothing in the description...",film 2,
HARRY,You're running away?,film 2,
HARRY,After all you did in your books?,film 2,
GILDEROY LOCKHART,Books can be misleading.,film 2,
HARRY,You wrote them.,film 2,
GILDEROY LOCKHART,"My dear boy, use your common sense.",film 2,
GILDEROY LOCKHART,My books wouldn't have sold as well if people didn't think I'd done those things.,film 2,
HARRY,You're a fraud.,film 2,
HARRY,You've been taking credit for what other wizards have done.,film 2,
RON,Is there anything you can do?,film 2,
GILDEROY LOCKHART,"Yes, now you mention it.",film 2,
GILDEROY LOCKHART,I'm rather gifted with Memory Charms.,film 2,
GILDEROY LOCKHART,"Otherwise, all those wizards would have gone blabbing.",film 2,
GILDEROY LOCKHART,I'd never have sold another book.,film 2,
GILDEROY LOCKHART,"In fact, I'm going to have to do the same to you.",film 2,
HARRY,Don't even think about it.,film 2,
MOANING MYRTLE,Who's there?,film 2,
MOANING MYRTLE,"Hello, Harry.",film 2,
MOANING MYRTLE,What do you want?,film 2,
HARRY,To ask you how you died.,film 2,
MOANING MYRTLE,It was dreadful.,film 2,
MOANING MYRTLE,It happened right here in this very cubicle.,film 2,
MOANING MYRTLE,I'd hidden because Olive Hornby was teasing me about my glasses.,film 2,
MOANING MYRTLE,"I was crying, and then I heard somebody come in.",film 2,
HARRY,"Who was it, Myrtle?",film 2,
MOANING MYRTLE,I don't know. I was distraught!,film 2,
MOANING MYRTLE,"But they said something funny, a kind of made-up language.",film 2,
MOANING MYRTLE,"And I realized it was a boy, so I unlocked the door to tell him to go away and I died.",film 2,
HARRY,Just like that? How?,film 2,
MOANING MYRTLE,"I just remember seeing a pair of great, big, yellow eyes over there by that sink.",film 2,
HARRY,This is it.,film 2,
HARRY,"This is it, Ron. I think this is the entrance to the Chamber of Secrets.",film 2,
RON,Say something. ,film 2,
RON,Harry say something in Parseltongue!,film 2,
GILDEROY LOCKHART,"Excellent, Harry. Good work.",film 2,
GILDEROY LOCKHART,"Well, then, I'll just be...",film 2,
GILDEROY LOCKHART,There's no need for me to stay.,film 2,
HARRY,"Yes, there is.",film 2,
HARRY,You first.,film 2,
GILDEROY LOCKHART,"Now, boys, what good will it do?",film 2,
RON,Better you than us.,film 2,
GILDEROY LOCKHART,"But... Obviously, yes.",film 2,
GILDEROY LOCKHART,Sure you don't want to test it first?,film 2,
GILDEROY LOCKHART,It's really quite filthy down here.,film 2,
HARRY,All right. Let's go.,film 2,
MOANING MYRTLE,"Oh, Harry?",film 2,
MOANING MYRTLE,"If you die down there, you're welcome to share my toilet.",film 2,
HARRY,"Thanks, Myrtle.",film 2,
HARRY,"Now, remember: Any sign of movement, close your eyes straightaway.",film 2,
RON,Go on.,film 2,
HARRY,This way.,film 2,
RON,What's this?,film 2,
GILDEROY LOCKHART,It looks like a snake.,film 2,
HARRY,It's a snake skin.,film 2,
RON,Bloody hell.,film 2,
RON,Whatever shed this must be 60 feet long. Or more.,film 2,
RON,"Heart of a lion, this one.",film 2,
GILDEROY LOCKHART,"The adventure ends here, boys.",film 2,
GILDEROY LOCKHART,But don't fret.,film 2,
GILDEROY LOCKHART,The world will know our story.,film 2,
GILDEROY LOCKHART,How I was too late to save the girl.,film 2,
GILDEROY LOCKHART,How you two tragically lost your minds at the sight of her mangled body.,film 2,
GILDEROY LOCKHART,"So...You first, Mr. Potter.",film 2,
GILDEROY LOCKHART,Say goodbye to your memories.,film 2,
GILDEROY LOCKHART,Obliviate!,film 2,
RON,Harry! Harry,film 2,
HARRY,"Ron! Ron, are you okay?",film 2,
RON,I'm fine.,film 2,
GILDEROY LOCKHART,Hello. Who are you?,film 2,
RON,Ron Weasley.,film 2,
GILDEROY LOCKHART,Really?,film 2,
GILDEROY LOCKHART,And who am I?,film 2,
RON,Lockhart's Memory Charm backfired.,film 2,
RON,He hasn't got a clue who he is.,film 2,
GILDEROY LOCKHART,"It's an odd sort of place, isn't it?",film 2,
GILDEROY LOCKHART,Do you live here?,film 2,
RON,No.,film 2,
GILDEROY LOCKHART,Really?,film 2,
RON,What do I do now?,film 2,
HARRY,You wait here and try and shift some of this rock so we can get back through.,film 2,
HARRY,I'll go on and find Ginny.,film 2,
RON,Okay.,film 2,
HARRY,"Ginny! Ginny, please don't be dead.",film 2,
HARRY,"Wake up, wake up.",film 2,
HARRY,Please wake up.,film 2,
TOM RIDDLE,She won't wake.,film 2,
HARRY,Tom. Tom Riddle.,film 2,
HARRY,"What do you mean, she won't wake?",film 2,
HARRY,She's not...?,film 2,
TOM RIDDLE,"She's still alive, but only just.",film 2,
HARRY,Are you a ghost?,film 2,
TOM RIDDLE,A memory preserved in a diary for 50 years.,film 2,
HARRY,She's cold as ice.,film 2,
HARRY,"Ginny, please don't be dead. Wake up.",film 2,
HARRY,"You've got to help me, Tom.",film 2,
HARRY,There's a basilisk.,film 2,
TOM RIDDLE,It won't come until it's called.,film 2,
HARRY,"Give me my wand, Tom.",film 2,
TOM RIDDLE,You won't be needing it.,film 2,
HARRY,We've got to go. We've got to save her.,film 2,
TOM RIDDLE,I'm afraid I can't do that.,film 2,
TOM RIDDLE,"You see, as poor Ginny grows weaker, I grow stronger.",film 2,
TOM RIDDLE,"Yes, Harry, it was Ginny Weasley who opened the Chamber of Secrets.",film 2,
HARRY,No. She couldn't. She wouldn't.,film 2,
TOM RIDDLE,It was Ginny who set the basilisk on the Mudbloods and Filch's cat Ginny who wrote the threatening messages on the walls.,film 2,
HARRY,But why?,film 2,
TOM RIDDLE,Because I told her to.,film 2,
TOM RIDDLE,You'll find I can be very persuasive.,film 2,
TOM RIDDLE,Not that she knew what she was doing.,film 2,
TOM RIDDLE,"She was, shall we say, in a kind of trance.",film 2,
TOM RIDDLE,"Still, the power of the diary began to scare her.",film 2,
TOM RIDDLE,She tried to dispose of it in the girls' bathroom.,film 2,
TOM RIDDLE,And then who should find it but you?,film 2,
TOM RIDDLE,The very person I was most anxious to meet.,film 2,
HARRY,And why did you want to meet me?,film 2,
TOM RIDDLE,"I knew I had to talk to you, meet you if I could.",film 2,
TOM RIDDLE,So I decided to show you my capture of that brainless oaf Hagrid to gain your trust.,film 2,
HARRY,Hagrid's my friend.,film 2,
HARRY,"And you framed him, didn't you?",film 2,
TOM RIDDLE,It was my word against Hagrid's.,film 2,
TOM RIDDLE,Only Dumbledore seemed to think he was innocent.,film 2,
HARRY,I'll bet Dumbledore saw right through you.,film 2,
TOM RIDDLE,He certainly kept an annoyingly close watch on me after that.,film 2,
TOM RIDDLE, I knew it wouldn't be safe to open the Chamber again while I was at school so I decided to leave behind a diary preserving my 16-year-old self in its pages so that one day,film 2,
TOM RIDDLE,I would be able to lead another to finish Salazar Slytherin's noble work.,film 2,
HARRY,"Well, you haven't finished it this time.",film 2,
HARRY,"In a few hours, the Mandrake Draught will be ready.",film 2,
HARRY,And everyone who was Petrified will be all right again.,film 2,
TOM RIDDLE,Haven't I told you? Killing Mudbloods doesn't matter to me anymore.,film 2,
TOM RIDDLE,"For many months now, my new target has been you.",film 2,
TOM RIDDLE,How is it that a baby with no extraordinary magical talent was able to defeat the greatest wizard of all time?,film 2,
TOM RIDDLE,How did you escape with nothing but a scar while Lord Voldemort's powers were destroyed?,film 2,
HARRY,Why do you care how I escaped?,film 2,
HARRY,Voldemort was after your time.,film 2,
TOM RIDDLE,"Voldemort is my past, present and future.",film 2,
HARRY,You. You're the Heir of Slytherin.,film 2,
HARRY,You're Voldemort.,film 2,
TOM RIDDLE,Surely you didn't think .I was going to keep my filthy Muggle father's name?,film 2,
TOM RIDDLE,"No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world.",film 2,
HARRY,Albus Dumbledore is the greatest sorcerer in the world.,film 2,
TOM RIDDLE,Dumbledore's been driven out of this castle by the mere memory of me.,film 2,
HARRY,He'll never be gone. ,film 2,
HARRY,Not as long as those who remain are loyal to him.,film 2,
HARRY,Fawkes?,film 2,
TOM RIDDLE,So this is what Dumbledore sends his great defender.,film 2,
TOM RIDDLE,A songbird and an old hat.,film 2,
TOM RIDDLE,"Let's match the power of Lord Voldemort, Heir of Salazar Slytherin against the famous Harry Potter.",film 2,
TOM RIDDLE,"Parseltongue won't save you now, Potter. ",film 2,
TOM RIDDLE,It only obeys me.,film 2,
TOM RIDDLE,"No! Your bird may have blinded the basilisk, but it can still hear you.",film 2,
TOM RIDDLE,"Yes, Potter.",film 2,
TOM RIDDLE,The process is nearly complete.,film 2,
TOM RIDDLE,"In a few minutes, Ginny Weasley will be dead, and I will cease to be a memory.",film 2,
TOM RIDDLE,Lord Voldemort will return .very much alive.,film 2,
HARRY,Ginny?,film 2,
TOM RIDDLE,"Remarkable, isn't it? how quickly the venom of the basilisk penetrates the body?",film 2,
TOM RIDDLE,I'd guess you have little more than a minute to live.,film 2,
TOM RIDDLE,"You'll be with your dear Mudblood mother soon, Harry.",film 2,
TOM RIDDLE,"Funny, the damage a silly little book can do especially in the hands of a silly little girl.",film 2,
TOM RIDDLE,What are you doing?,film 2,
TOM RIDDLE,Stop. No!,film 2,
HARRY,Ginny?,film 2,
GINNY,"Harry, It was me.",film 2,
GINNY,"But I swear, I didn't mean to.",film 2,
GINNY,"Riddle made me, and...",film 2,
GINNY,"Harry, you're hurt.",film 2,
HARRY,Don't worry.,film 2,
HARRY,"Ginny, you need to get yourself out.",film 2,
HARRY,Follow the Chamber and you'll find Ron.,film 2,
HARRY,"You were brilliant, Fawkes.",film 2,
HARRY,I just wasn't quick enough.,film 2,
HARRY,Of course.,film 2,
HARRY,Phoenix tears have healing powers.,film 2,
HARRY,Thanks.,film 2,
HARRY,"It's all right, Ginny.",film 2,
HARRY,It's over.,film 2,
HARRY,It's just a memory.,film 2,
GILDEROY LOCKHART,Amazing!,film 2,
GILDEROY LOCKHART,This is just like magic!,film 2,
DUMBLEDORE,"You both realize, of course that in the past few hours, you have broken perhaps a dozen school rules.",film 2,
HARRY AND RON,"Yes, sir.",film 2,
DUMBLEDORE,There is sufficient evidence to have you both expelled.,film 2,
HARRY AND RON,"Yes, sir.",film 2,
DUMBLEDORE,"Therefore, it is only fitting that you both receive Special Awards for Services to the School.",film 2,
RON,"Thanks, sir.",film 2,
DUMBLEDORE,"Now, Mr. Weasley, if you would have an owl deliver these release papers to Azkaban.",film 2,
DUMBLEDORE,I believe we want our gamekeeper back.,film 2,
DUMBLEDORE,"Harry, First, I want to thank you, Harry.",film 2,
DUMBLEDORE,You must have shown me real loyalty down in the Chamber.,film 2,
DUMBLEDORE,Nothing but that could have called Fawkes to you.,film 2,
DUMBLEDORE,And second I sense that something is troubling you.,film 2,
DUMBLEDORE,"Am I right, Harry?",film 2,
HARRY,It's just...,film 2,
HARRY,"You see, sir, I couldn't help but notice certain things, certain...",film 2,
HARRY,Certain similarities between Tom Riddle and me.,film 2,
DUMBLEDORE,I see.,film 2,
DUMBLEDORE,"Well, you can speak Parseltongue, Harry. Why?",film 2,
DUMBLEDORE,Because Lord Voldemort can speak Parseltongue.,film 2,
